,Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery
1651,2015Q1,S08000032,Urological,186,170,12.0,0.0,654490.0,0.0,0.0,0.0
1652,2015Q2,S08000015,Breast,198,194,13.0,0.0,370590.0,0.0,0.0,0.0
1653,2015Q2,S08000015,Cervical,16,16,13.0,0.0,370590.0,0.0,0.0,0.0
1654,2015Q2,S08000015,Colorectal,140,136,13.0,0.0,370590.0,0.0,0.0,0.0
1655,2015Q2,S08000015,Head & Neck,64,64,13.0,0.0,370590.0,0.0,0.0,0.0
1656,2015Q2,S08000015,Lung,130,130,13.0,0.0,370590.0,0.0,0.0,0.0
1657,2015Q2,S08000015,Lymphoma,26,26,13.0,0.0,370590.0,0.0,0.0,0.0
1658,2015Q2,S08000015,Melanoma,42,42,13.0,0.0,370590.0,0.0,0.0,0.0
1659,2015Q2,S08000015,Ovarian,18,18,13.0,0.0,370590.0,0.0,0.0,0.0
1660,2015Q2,S08000015,Upper GI,74,72,13.0,0.0,370590.0,0.0,0.0,0.0
1661,2015Q2,S08000015,Urological,208,206,13.0,0.0,370590.0,0.0,0.0,0.0
1662,2015Q2,S08000016,Breast,14,14,13.0,0.0,114030.0,0.0,0.0,0.0
1663,2015Q2,S08000016,Colorectal,44,44,13.0,0.0,114030.0,0.0,0.0,0.0
1664,2015Q2,S08000016,Head & Neck,10,10,13.0,0.0,114030.0,0.0,0.0,0.0
1665,2015Q2,S08000016,Lung,40,40,13.0,0.0,114030.0,0.0,0.0,0.0
1666,2015Q2,S08000016,Lymphoma,16,16,13.0,0.0,114030.0,0.0,0.0,0.0
1667,2015Q2,S08000016,Melanoma,24,24,13.0,0.0,114030.0,0.0,0.0,0.0
1668,2015Q2,S08000016,Ovarian,12,12,13.0,0.0,114030.0,0.0,0.0,0.0
1669,2015Q2,S08000016,Upper GI,32,32,13.0,0.0,114030.0,0.0,0.0,0.0
1670,2015Q2,S08000016,Urological,62,58,13.0,0.0,114030.0,0.0,0.0,0.0
1671,2015Q2,S08000017,Breast,38,38,13.0,0.0,149670.0,0.0,0.0,0.0
1672,2015Q2,S08000017,Cervical,6,6,13.0,0.0,149670.0,0.0,0.0,0.0
1673,2015Q2,S08000017,Colorectal,58,58,13.0,0.0,149670.0,0.0,0.0,0.0
1674,2015Q2,S08000017,Head & Neck,18,18,13.0,0.0,149670.0,0.0,0.0,0.0
1675,2015Q2,S08000017,Lung,50,50,13.0,0.0,149670.0,0.0,0.0,0.0
1676,2015Q2,S08000017,Lymphoma,18,18,13.0,0.0,149670.0,0.0,0.0,0.0
1677,2015Q2,S08000017,Melanoma,26,26,13.0,0.0,149670.0,0.0,0.0,0.0
1678,2015Q2,S08000017,Ovarian,10,8,13.0,0.0,149670.0,0.0,0.0,0.0
1679,2015Q2,S08000017,Upper GI,36,36,13.0,0.0,149670.0,0.0,0.0,0.0
1680,2015Q2,S08000017,Urological,92,78,13.0,0.0,149670.0,0.0,0.0,0.0
1681,2015Q2,S08000019,Breast,92,92,13.0,0.0,302650.0,0.0,0.0,0.0
1682,2015Q2,S08000019,Cervical,8,8,13.0,0.0,302650.0,0.0,0.0,0.0
1683,2015Q2,S08000019,Colorectal,98,96,13.0,0.0,302650.0,0.0,0.0,0.0
1684,2015Q2,S08000019,Head & Neck,26,26,13.0,0.0,302650.0,0.0,0.0,0.0
1685,2015Q2,S08000019,Lung,100,100,13.0,0.0,302650.0,0.0,0.0,0.0
1686,2015Q2,S08000019,Lymphoma,36,36,13.0,0.0,302650.0,0.0,0.0,0.0
1687,2015Q2,S08000019,Melanoma,42,40,13.0,0.0,302650.0,0.0,0.0,0.0
1688,2015Q2,S08000019,Ovarian,10,10,13.0,0.0,302650.0,0.0,0.0,0.0
1689,2015Q2,S08000019,Upper GI,60,58,13.0,0.0,302650.0,0.0,0.0,0.0
1690,2015Q2,S08000019,Urological,158,156,13.0,0.0,302650.0,0.0,0.0,0.0
1691,2015Q2,S08000020,Breast,236,228,13.0,0.0,587820.0,0.0,0.0,0.0
1692,2015Q2,S08000020,Cervical,26,24,13.0,0.0,587820.0,0.0,0.0,0.0
1693,2015Q2,S08000020,Colorectal,156,148,13.0,0.0,587820.0,0.0,0.0,0.0
1694,2015Q2,S08000020,Head & Neck,42,40,13.0,0.0,587820.0,0.0,0.0,0.0
1695,2015Q2,S08000020,Lung,178,178,13.0,0.0,587820.0,0.0,0.0,0.0
1696,2015Q2,S08000020,Lymphoma,78,72,13.0,0.0,587820.0,0.0,0.0,0.0
1697,2015Q2,S08000020,Melanoma,84,82,13.0,0.0,587820.0,0.0,0.0,0.0
1698,2015Q2,S08000020,Ovarian,26,24,13.0,0.0,587820.0,0.0,0.0,0.0
1699,2015Q2,S08000020,Upper GI,118,116,13.0,0.0,587820.0,0.0,0.0,0.0
1700,2015Q2,S08000020,Urological,270,218,13.0,0.0,587820.0,0.0,0.0,0.0
1701,2015Q2,S08000022,Breast,128,122,13.0,0.0,321000.0,0.0,0.0,0.0
1702,2015Q2,S08000022,Cervical,4,4,13.0,0.0,321000.0,0.0,0.0,0.0
1703,2015Q2,S08000022,Colorectal,112,108,13.0,0.0,321000.0,0.0,0.0,0.0
1704,2015Q2,S08000022,Head & Neck,18,18,13.0,0.0,321000.0,0.0,0.0,0.0
1705,2015Q2,S08000022,Lung,76,74,13.0,0.0,321000.0,0.0,0.0,0.0
1706,2015Q2,S08000022,Lymphoma,20,20,13.0,0.0,321000.0,0.0,0.0,0.0
1707,2015Q2,S08000022,Melanoma,22,22,13.0,0.0,321000.0,0.0,0.0,0.0
1708,2015Q2,S08000022,Ovarian,18,18,13.0,0.0,321000.0,0.0,0.0,0.0
1709,2015Q2,S08000022,Upper GI,98,96,13.0,0.0,321000.0,0.0,0.0,0.0
1710,2015Q2,S08000022,Urological,118,96,13.0,0.0,321000.0,0.0,0.0,0.0
1711,2015Q2,S08000024,Breast,492,492,13.0,0.0,867800.0,0.0,0.0,0.0
1712,2015Q2,S08000024,Cervical,28,28,13.0,0.0,867800.0,0.0,0.0,0.0
1713,2015Q2,S08000024,Colorectal,180,168,13.0,0.0,867800.0,0.0,0.0,0.0
1714,2015Q2,S08000024,Head & Neck,88,88,13.0,0.0,867800.0,0.0,0.0,0.0
1715,2015Q2,S08000024,Lung,250,250,13.0,0.0,867800.0,0.0,0.0,0.0
1716,2015Q2,S08000024,Lymphoma,90,90,13.0,0.0,867800.0,0.0,0.0,0.0
1717,2015Q2,S08000024,Melanoma,108,108,13.0,0.0,867800.0,0.0,0.0,0.0
1718,2015Q2,S08000024,Ovarian,28,28,13.0,0.0,867800.0,0.0,0.0,0.0
1719,2015Q2,S08000024,Upper GI,100,98,13.0,0.0,867800.0,0.0,0.0,0.0
1720,2015Q2,S08000024,Urological,298,266,13.0,0.0,867800.0,0.0,0.0,0.0
1721,2015Q2,S08000025,Breast,2,2,13.0,0.0,21670.0,0.0,0.0,0.0
1722,2015Q2,S08000025,Colorectal,8,8,13.0,0.0,21670.0,0.0,0.0,0.0
1723,2015Q2,S08000025,Lung,2,2,13.0,0.0,21670.0,0.0,0.0,0.0
1724,2015Q2,S08000025,Lymphoma,2,2,13.0,0.0,21670.0,0.0,0.0,0.0
1725,2015Q2,S08000025,Upper GI,2,2,13.0,0.0,21670.0,0.0,0.0,0.0
1726,2015Q2,S08000026,Breast,8,8,13.0,0.0,23200.0,0.0,0.0,0.0
1727,2015Q2,S08000026,Lung,2,2,13.0,0.0,23200.0,0.0,0.0,0.0
1728,2015Q2,S08000026,Lymphoma,2,2,13.0,0.0,23200.0,0.0,0.0,0.0
1729,2015Q2,S08000026,Melanoma,8,8,13.0,0.0,23200.0,0.0,0.0,0.0
1730,2015Q2,S08000026,Ovarian,2,2,13.0,0.0,23200.0,0.0,0.0,0.0
1731,2015Q2,S08000026,Upper GI,4,4,13.0,0.0,23200.0,0.0,0.0,0.0
1732,2015Q2,S08000026,Urological,8,8,13.0,0.0,23200.0,0.0,0.0,0.0
1733,2015Q2,S08000028,Colorectal,6,4,13.0,0.0,27070.0,0.0,0.0,0.0
1734,2015Q2,S08000028,Head & Neck,8,6,13.0,0.0,27070.0,0.0,0.0,0.0
1735,2015Q2,S08000028,Lung,16,16,13.0,0.0,27070.0,0.0,0.0,0.0
1736,2015Q2,S08000028,Melanoma,4,4,13.0,0.0,27070.0,0.0,0.0,0.0
1737,2015Q2,S08000028,Ovarian,4,4,13.0,0.0,27070.0,0.0,0.0,0.0
1738,2015Q2,S08000028,Upper GI,8,8,13.0,0.0,27070.0,0.0,0.0,0.0
1739,2015Q2,S08000028,Urological,2,2,13.0,0.0,27070.0,0.0,0.0,0.0
1740,2015Q2,S08000029,Breast,62,62,13.0,0.0,368080.0,0.0,0.0,0.0
1741,2015Q2,S08000029,Cervical,8,8,13.0,0.0,368080.0,0.0,0.0,0.0
1742,2015Q2,S08000029,Colorectal,100,100,13.0,0.0,368080.0,0.0,0.0,0.0
1743,2015Q2,S08000029,Head & Neck,32,32,13.0,0.0,368080.0,0.0,0.0,0.0
1744,2015Q2,S08000029,Lung,146,146,13.0,0.0,368080.0,0.0,0.0,0.0
1745,2015Q2,S08000029,Lymphoma,34,34,13.0,0.0,368080.0,0.0,0.0,0.0
1746,2015Q2,S08000029,Melanoma,26,24,13.0,0.0,368080.0,0.0,0.0,0.0
1747,2015Q2,S08000029,Ovarian,16,16,13.0,0.0,368080.0,0.0,0.0,0.0
1748,2015Q2,S08000029,Upper GI,54,54,13.0,0.0,368080.0,0.0,0.0,0.0
1749,2015Q2,S08000029,Urological,160,150,13.0,0.0,368080.0,0.0,0.0,0.0
1750,2015Q2,S08000030,Breast,200,198,13.0,0.0,415040.0,0.0,0.0,0.0
1751,2015Q2,S08000030,Cervical,14,14,13.0,0.0,415040.0,0.0,0.0,0.0
1752,2015Q2,S08000030,Colorectal,140,140,13.0,0.0,415040.0,0.0,0.0,0.0
1753,2015Q2,S08000030,Head & Neck,56,50,13.0,0.0,415040.0,0.0,0.0,0.0
1754,2015Q2,S08000030,Lung,172,162,13.0,0.0,415040.0,0.0,0.0,0.0
1755,2015Q2,S08000030,Lymphoma,38,38,13.0,0.0,415040.0,0.0,0.0,0.0
1756,2015Q2,S08000030,Melanoma,74,74,13.0,0.0,415040.0,0.0,0.0,0.0
1757,2015Q2,S08000030,Ovarian,10,10,13.0,0.0,415040.0,0.0,0.0,0.0
1758,2015Q2,S08000030,Upper GI,110,110,13.0,0.0,415040.0,0.0,0.0,0.0
1759,2015Q2,S08000030,Urological,214,196,13.0,0.0,415040.0,0.0,0.0,0.0
1760,2015Q2,S08000031,Breast,598,552,13.0,0.0,1149890.0,0.0,0.0,0.0
1761,2015Q2,S08000031,Cervical,26,26,13.0,0.0,1149890.0,0.0,0.0,0.0
1762,2015Q2,S08000031,Colorectal,364,360,13.0,0.0,1149890.0,0.0,0.0,0.0
1763,2015Q2,S08000031,Head & Neck,180,172,13.0,0.0,1149890.0,0.0,0.0,0.0
1764,2015Q2,S08000031,Lung,642,636,13.0,0.0,1149890.0,0.0,0.0,0.0
1765,2015Q2,S08000031,Lymphoma,116,116,13.0,0.0,1149890.0,0.0,0.0,0.0
1766,2015Q2,S08000031,Melanoma,172,172,13.0,0.0,1149890.0,0.0,0.0,0.0
1767,2015Q2,S08000031,Ovarian,58,58,13.0,0.0,1149890.0,0.0,0.0,0.0
1768,2015Q2,S08000031,Upper GI,250,242,13.0,0.0,1149890.0,0.0,0.0,0.0
1769,2015Q2,S08000031,Urological,540,480,13.0,0.0,1149890.0,0.0,0.0,0.0
1770,2015Q2,S08000032,Breast,146,144,13.0,0.0,654490.0,0.0,0.0,0.0
1771,2015Q2,S08000032,Cervical,20,20,13.0,0.0,654490.0,0.0,0.0,0.0
1772,2015Q2,S08000032,Colorectal,136,134,13.0,0.0,654490.0,0.0,0.0,0.0
1773,2015Q2,S08000032,Head & Neck,56,56,13.0,0.0,654490.0,0.0,0.0,0.0
1774,2015Q2,S08000032,Lung,220,220,13.0,0.0,654490.0,0.0,0.0,0.0
1775,2015Q2,S08000032,Lymphoma,34,34,13.0,0.0,654490.0,0.0,0.0,0.0
1776,2015Q2,S08000032,Melanoma,62,60,13.0,0.0,654490.0,0.0,0.0,0.0
1777,2015Q2,S08000032,Ovarian,26,26,13.0,0.0,654490.0,0.0,0.0,0.0
1778,2015Q2,S08000032,Upper GI,106,106,13.0,0.0,654490.0,0.0,0.0,0.0
1779,2015Q2,S08000032,Urological,198,176,13.0,0.0,654490.0,0.0,0.0,0.0
1780,2015Q3,S08000015,Breast,166,166,14.0,0.0,370590.0,0.0,0.0,0.0
1781,2015Q3,S08000015,Cervical,10,10,14.0,0.0,370590.0,0.0,0.0,0.0
1782,2015Q3,S08000015,Colorectal,114,112,14.0,0.0,370590.0,0.0,0.0,0.0
1783,2015Q3,S08000015,Head & Neck,34,34,14.0,0.0,370590.0,0.0,0.0,0.0
1784,2015Q3,S08000015,Lung,134,134,14.0,0.0,370590.0,0.0,0.0,0.0
1785,2015Q3,S08000015,Lymphoma,42,42,14.0,0.0,370590.0,0.0,0.0,0.0
1786,2015Q3,S08000015,Melanoma,54,54,14.0,0.0,370590.0,0.0,0.0,0.0
1787,2015Q3,S08000015,Ovarian,30,30,14.0,0.0,370590.0,0.0,0.0,0.0
1788,2015Q3,S08000015,Upper GI,106,104,14.0,0.0,370590.0,0.0,0.0,0.0
1789,2015Q3,S08000015,Urological,174,170,14.0,0.0,370590.0,0.0,0.0,0.0
1790,2015Q3,S08000016,Breast,36,36,14.0,0.0,114030.0,0.0,0.0,0.0
1791,2015Q3,S08000016,Colorectal,34,34,14.0,0.0,114030.0,0.0,0.0,0.0
1792,2015Q3,S08000016,Head & Neck,10,10,14.0,0.0,114030.0,0.0,0.0,0.0
1793,2015Q3,S08000016,Lung,44,44,14.0,0.0,114030.0,0.0,0.0,0.0
1794,2015Q3,S08000016,Lymphoma,16,16,14.0,0.0,114030.0,0.0,0.0,0.0
1795,2015Q3,S08000016,Melanoma,10,10,14.0,0.0,114030.0,0.0,0.0,0.0
1796,2015Q3,S08000016,Ovarian,2,2,14.0,0.0,114030.0,0.0,0.0,0.0
1797,2015Q3,S08000016,Upper GI,36,36,14.0,0.0,114030.0,0.0,0.0,0.0
1798,2015Q3,S08000016,Urological,36,32,14.0,0.0,114030.0,0.0,0.0,0.0
1799,2015Q3,S08000017,Breast,52,52,14.0,0.0,149670.0,0.0,0.0,0.0
1800,2015Q3,S08000017,Cervical,2,2,14.0,0.0,149670.0,0.0,0.0,0.0
1801,2015Q3,S08000017,Colorectal,50,46,14.0,0.0,149670.0,0.0,0.0,0.0
1802,2015Q3,S08000017,Head & Neck,14,14,14.0,0.0,149670.0,0.0,0.0,0.0
1803,2015Q3,S08000017,Lung,62,62,14.0,0.0,149670.0,0.0,0.0,0.0
1804,2015Q3,S08000017,Lymphoma,20,20,14.0,0.0,149670.0,0.0,0.0,0.0
1805,2015Q3,S08000017,Melanoma,12,12,14.0,0.0,149670.0,0.0,0.0,0.0
1806,2015Q3,S08000017,Ovarian,2,2,14.0,0.0,149670.0,0.0,0.0,0.0
1807,2015Q3,S08000017,Upper GI,58,58,14.0,0.0,149670.0,0.0,0.0,0.0
1808,2015Q3,S08000017,Urological,98,86,14.0,0.0,149670.0,0.0,0.0,0.0
1809,2015Q3,S08000019,Breast,64,62,14.0,0.0,302650.0,0.0,0.0,0.0
1810,2015Q3,S08000019,Cervical,2,2,14.0,0.0,302650.0,0.0,0.0,0.0
1811,2015Q3,S08000019,Colorectal,78,78,14.0,0.0,302650.0,0.0,0.0,0.0
1812,2015Q3,S08000019,Head & Neck,38,32,14.0,0.0,302650.0,0.0,0.0,0.0
1813,2015Q3,S08000019,Lung,80,80,14.0,0.0,302650.0,0.0,0.0,0.0
1814,2015Q3,S08000019,Lymphoma,36,36,14.0,0.0,302650.0,0.0,0.0,0.0
1815,2015Q3,S08000019,Melanoma,26,24,14.0,0.0,302650.0,0.0,0.0,0.0
1816,2015Q3,S08000019,Ovarian,4,4,14.0,0.0,302650.0,0.0,0.0,0.0
1817,2015Q3,S08000019,Upper GI,76,76,14.0,0.0,302650.0,0.0,0.0,0.0
1818,2015Q3,S08000019,Urological,150,150,14.0,0.0,302650.0,0.0,0.0,0.0
1819,2015Q3,S08000020,Breast,260,242,14.0,0.0,587820.0,0.0,0.0,0.0
1820,2015Q3,S08000020,Cervical,22,20,14.0,0.0,587820.0,0.0,0.0,0.0
1821,2015Q3,S08000020,Colorectal,168,164,14.0,0.0,587820.0,0.0,0.0,0.0
1822,2015Q3,S08000020,Head & Neck,70,68,14.0,0.0,587820.0,0.0,0.0,0.0
1823,2015Q3,S08000020,Lung,178,178,14.0,0.0,587820.0,0.0,0.0,0.0
1824,2015Q3,S08000020,Lymphoma,56,52,14.0,0.0,587820.0,0.0,0.0,0.0
1825,2015Q3,S08000020,Melanoma,56,54,14.0,0.0,587820.0,0.0,0.0,0.0
1826,2015Q3,S08000020,Ovarian,36,36,14.0,0.0,587820.0,0.0,0.0,0.0
1827,2015Q3,S08000020,Upper GI,120,116,14.0,0.0,587820.0,0.0,0.0,0.0
1828,2015Q3,S08000020,Urological,246,200,14.0,0.0,587820.0,0.0,0.0,0.0
1829,2015Q3,S08000022,Breast,162,162,14.0,0.0,321000.0,0.0,0.0,0.0
1830,2015Q3,S08000022,Cervical,4,4,14.0,0.0,321000.0,0.0,0.0,0.0
1831,2015Q3,S08000022,Colorectal,94,90,14.0,0.0,321000.0,0.0,0.0,0.0
1832,2015Q3,S08000022,Head & Neck,24,20,14.0,0.0,321000.0,0.0,0.0,0.0
1833,2015Q3,S08000022,Lung,92,84,14.0,0.0,321000.0,0.0,0.0,0.0
1834,2015Q3,S08000022,Lymphoma,38,38,14.0,0.0,321000.0,0.0,0.0,0.0
1835,2015Q3,S08000022,Melanoma,24,24,14.0,0.0,321000.0,0.0,0.0,0.0
1836,2015Q3,S08000022,Ovarian,8,6,14.0,0.0,321000.0,0.0,0.0,0.0
1837,2015Q3,S08000022,Upper GI,88,86,14.0,0.0,321000.0,0.0,0.0,0.0
1838,2015Q3,S08000022,Urological,140,116,14.0,0.0,321000.0,0.0,0.0,0.0
1839,2015Q3,S08000024,Breast,486,486,14.0,0.0,867800.0,0.0,0.0,0.0
1840,2015Q3,S08000024,Cervical,18,18,14.0,0.0,867800.0,0.0,0.0,0.0
1841,2015Q3,S08000024,Colorectal,196,190,14.0,0.0,867800.0,0.0,0.0,0.0
1842,2015Q3,S08000024,Head & Neck,68,68,14.0,0.0,867800.0,0.0,0.0,0.0
1843,2015Q3,S08000024,Lung,284,284,14.0,0.0,867800.0,0.0,0.0,0.0
1844,2015Q3,S08000024,Lymphoma,64,64,14.0,0.0,867800.0,0.0,0.0,0.0
1845,2015Q3,S08000024,Melanoma,92,92,14.0,0.0,867800.0,0.0,0.0,0.0
1846,2015Q3,S08000024,Ovarian,28,24,14.0,0.0,867800.0,0.0,0.0,0.0
1847,2015Q3,S08000024,Upper GI,102,102,14.0,0.0,867800.0,0.0,0.0,0.0
1848,2015Q3,S08000024,Urological,314,298,14.0,0.0,867800.0,0.0,0.0,0.0
1849,2015Q3,S08000025,Breast,2,2,14.0,0.0,21670.0,0.0,0.0,0.0
1850,2015Q3,S08000025,Cervical,2,2,14.0,0.0,21670.0,0.0,0.0,0.0
1851,2015Q3,S08000025,Colorectal,6,4,14.0,0.0,21670.0,0.0,0.0,0.0
1852,2015Q3,S08000025,Lung,2,2,14.0,0.0,21670.0,0.0,0.0,0.0
1853,2015Q3,S08000025,Upper GI,6,6,14.0,0.0,21670.0,0.0,0.0,0.0
1854,2015Q3,S08000026,Breast,2,2,14.0,0.0,23200.0,0.0,0.0,0.0
1855,2015Q3,S08000026,Colorectal,16,12,14.0,0.0,23200.0,0.0,0.0,0.0
1856,2015Q3,S08000026,Head & Neck,2,2,14.0,0.0,23200.0,0.0,0.0,0.0
1857,2015Q3,S08000026,Lung,2,2,14.0,0.0,23200.0,0.0,0.0,0.0
1858,2015Q3,S08000026,Lymphoma,2,2,14.0,0.0,23200.0,0.0,0.0,0.0
1859,2015Q3,S08000026,Melanoma,2,2,14.0,0.0,23200.0,0.0,0.0,0.0
1860,2015Q3,S08000026,Upper GI,8,8,14.0,0.0,23200.0,0.0,0.0,0.0
1861,2015Q3,S08000026,Urological,22,22,14.0,0.0,23200.0,0.0,0.0,0.0
1862,2015Q3,S08000028,Colorectal,16,16,14.0,0.0,27070.0,0.0,0.0,0.0
1863,2015Q3,S08000028,Head & Neck,4,4,14.0,0.0,27070.0,0.0,0.0,0.0
1864,2015Q3,S08000028,Lung,6,6,14.0,0.0,27070.0,0.0,0.0,0.0
1865,2015Q3,S08000028,Lymphoma,2,2,14.0,0.0,27070.0,0.0,0.0,0.0
1866,2015Q3,S08000028,Melanoma,4,4,14.0,0.0,27070.0,0.0,0.0,0.0
1867,2015Q3,S08000028,Upper GI,6,6,14.0,0.0,27070.0,0.0,0.0,0.0
1868,2015Q3,S08000028,Urological,2,2,14.0,0.0,27070.0,0.0,0.0,0.0
1869,2015Q3,S08000029,Breast,60,58,14.0,0.0,368080.0,0.0,0.0,0.0
1870,2015Q3,S08000029,Cervical,2,2,14.0,0.0,368080.0,0.0,0.0,0.0
1871,2015Q3,S08000029,Colorectal,96,92,14.0,0.0,368080.0,0.0,0.0,0.0
1872,2015Q3,S08000029,Head & Neck,24,22,14.0,0.0,368080.0,0.0,0.0,0.0
1873,2015Q3,S08000029,Lung,152,152,14.0,0.0,368080.0,0.0,0.0,0.0
1874,2015Q3,S08000029,Lymphoma,34,34,14.0,0.0,368080.0,0.0,0.0,0.0
1875,2015Q3,S08000029,Melanoma,30,30,14.0,0.0,368080.0,0.0,0.0,0.0
1876,2015Q3,S08000029,Ovarian,28,28,14.0,0.0,368080.0,0.0,0.0,0.0
1877,2015Q3,S08000029,Upper GI,60,60,14.0,0.0,368080.0,0.0,0.0,0.0
1878,2015Q3,S08000029,Urological,180,164,14.0,0.0,368080.0,0.0,0.0,0.0
1879,2015Q3,S08000030,Breast,248,244,14.0,0.0,415040.0,0.0,0.0,0.0
1880,2015Q3,S08000030,Cervical,14,14,14.0,0.0,415040.0,0.0,0.0,0.0
1881,2015Q3,S08000030,Colorectal,158,154,14.0,0.0,415040.0,0.0,0.0,0.0
1882,2015Q3,S08000030,Head & Neck,36,30,14.0,0.0,415040.0,0.0,0.0,0.0
1883,2015Q3,S08000030,Lung,166,154,14.0,0.0,415040.0,0.0,0.0,0.0
1884,2015Q3,S08000030,Lymphoma,16,16,14.0,0.0,415040.0,0.0,0.0,0.0
1885,2015Q3,S08000030,Melanoma,64,58,14.0,0.0,415040.0,0.0,0.0,0.0
1886,2015Q3,S08000030,Ovarian,10,8,14.0,0.0,415040.0,0.0,0.0,0.0
1887,2015Q3,S08000030,Upper GI,118,118,14.0,0.0,415040.0,0.0,0.0,0.0
1888,2015Q3,S08000030,Urological,220,168,14.0,0.0,415040.0,0.0,0.0,0.0
1889,2015Q3,S08000031,Breast,676,618,14.0,0.0,1149890.0,0.0,0.0,0.0
1890,2015Q3,S08000031,Cervical,12,12,14.0,0.0,1149890.0,0.0,0.0,0.0
1891,2015Q3,S08000031,Colorectal,294,286,14.0,0.0,1149890.0,0.0,0.0,0.0
1892,2015Q3,S08000031,Head & Neck,208,194,14.0,0.0,1149890.0,0.0,0.0,0.0
1893,2015Q3,S08000031,Lung,600,600,14.0,0.0,1149890.0,0.0,0.0,0.0
1894,2015Q3,S08000031,Lymphoma,132,132,14.0,0.0,1149890.0,0.0,0.0,0.0
1895,2015Q3,S08000031,Melanoma,192,192,14.0,0.0,1149890.0,0.0,0.0,0.0
1896,2015Q3,S08000031,Ovarian,54,54,14.0,0.0,1149890.0,0.0,0.0,0.0
1897,2015Q3,S08000031,Upper GI,256,244,14.0,0.0,1149890.0,0.0,0.0,0.0
1898,2015Q3,S08000031,Urological,556,458,14.0,0.0,1149890.0,0.0,0.0,0.0
1899,2015Q3,S08000032,Breast,174,174,14.0,0.0,654490.0,0.0,0.0,0.0
1900,2015Q3,S08000032,Cervical,28,28,14.0,0.0,654490.0,0.0,0.0,0.0
1901,2015Q3,S08000032,Colorectal,148,142,14.0,0.0,654490.0,0.0,0.0,0.0
1902,2015Q3,S08000032,Head & Neck,66,66,14.0,0.0,654490.0,0.0,0.0,0.0
1903,2015Q3,S08000032,Lung,218,218,14.0,0.0,654490.0,0.0,0.0,0.0
1904,2015Q3,S08000032,Lymphoma,58,58,14.0,0.0,654490.0,0.0,0.0,0.0
1905,2015Q3,S08000032,Melanoma,48,42,14.0,0.0,654490.0,0.0,0.0,0.0
1906,2015Q3,S08000032,Ovarian,26,26,14.0,0.0,654490.0,0.0,0.0,0.0
1907,2015Q3,S08000032,Upper GI,116,116,14.0,0.0,654490.0,0.0,0.0,0.0
1908,2015Q3,S08000032,Urological,220,188,14.0,0.0,654490.0,0.0,0.0,0.0
1909,2015Q4,S08000015,Breast,204,204,15.0,0.0,370590.0,0.0,0.0,0.0
1910,2015Q4,S08000015,Cervical,6,6,15.0,0.0,370590.0,0.0,0.0,0.0
1911,2015Q4,S08000015,Colorectal,124,122,15.0,0.0,370590.0,0.0,0.0,0.0
1912,2015Q4,S08000015,Head & Neck,38,38,15.0,0.0,370590.0,0.0,0.0,0.0
1913,2015Q4,S08000015,Lung,82,82,15.0,0.0,370590.0,0.0,0.0,0.0
1914,2015Q4,S08000015,Lymphoma,28,28,15.0,0.0,370590.0,0.0,0.0,0.0
1915,2015Q4,S08000015,Melanoma,42,42,15.0,0.0,370590.0,0.0,0.0,0.0
1916,2015Q4,S08000015,Ovarian,24,24,15.0,0.0,370590.0,0.0,0.0,0.0
1917,2015Q4,S08000015,Upper GI,104,104,15.0,0.0,370590.0,0.0,0.0,0.0
1918,2015Q4,S08000015,Urological,172,170,15.0,0.0,370590.0,0.0,0.0,0.0
1919,2015Q4,S08000016,Breast,36,36,15.0,0.0,114030.0,0.0,0.0,0.0
1920,2015Q4,S08000016,Cervical,6,6,15.0,0.0,114030.0,0.0,0.0,0.0
1921,2015Q4,S08000016,Colorectal,40,40,15.0,0.0,114030.0,0.0,0.0,0.0
1922,2015Q4,S08000016,Head & Neck,16,16,15.0,0.0,114030.0,0.0,0.0,0.0
1923,2015Q4,S08000016,Lung,22,22,15.0,0.0,114030.0,0.0,0.0,0.0
1924,2015Q4,S08000016,Lymphoma,12,12,15.0,0.0,114030.0,0.0,0.0,0.0
1925,2015Q4,S08000016,Melanoma,24,24,15.0,0.0,114030.0,0.0,0.0,0.0
1926,2015Q4,S08000016,Ovarian,14,14,15.0,0.0,114030.0,0.0,0.0,0.0
1927,2015Q4,S08000016,Upper GI,34,34,15.0,0.0,114030.0,0.0,0.0,0.0
1928,2015Q4,S08000016,Urological,50,48,15.0,0.0,114030.0,0.0,0.0,0.0
1929,2015Q4,S08000017,Breast,52,52,15.0,0.0,149670.0,0.0,0.0,0.0
1930,2015Q4,S08000017,Cervical,4,4,15.0,0.0,149670.0,0.0,0.0,0.0
1931,2015Q4,S08000017,Colorectal,54,54,15.0,0.0,149670.0,0.0,0.0,0.0
1932,2015Q4,S08000017,Head & Neck,18,18,15.0,0.0,149670.0,0.0,0.0,0.0
1933,2015Q4,S08000017,Lung,64,64,15.0,0.0,149670.0,0.0,0.0,0.0
1934,2015Q4,S08000017,Lymphoma,20,20,15.0,0.0,149670.0,0.0,0.0,0.0
1935,2015Q4,S08000017,Melanoma,6,6,15.0,0.0,149670.0,0.0,0.0,0.0
1936,2015Q4,S08000017,Ovarian,10,10,15.0,0.0,149670.0,0.0,0.0,0.0
